name,slottime_GMT,slottype,slotavg,pointTitle,Date,Chilled Water (tons),Steam (lbs/hr),Electric (kW),
PhysicalSciences.CW.FP/TONS,2024-11-12 00:00:00,D,61.502172916,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-12 00:00:00,D,1460.559742708,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-13 00:00:00,D,68.318513333,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-13 00:00:00,D,1788.581250000,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-14 00:00:00,D,75.814922916,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-14 00:00:00,D,1610.751564583,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-15 00:00:00,D,74.209093750,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-15 00:00:00,D,1372.107637500,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-16 00:00:00,D,82.476898958,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-16 00:00:00,D,1040.340601041,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-17 00:00:00,D,82.089828125,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-17 00:00:00,D,1227.345596875,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-18 00:00:00,D,89.818953125,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-18 00:00:00,D,1349.357876041,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-19 00:00:00,D,84.532585416,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-19 00:00:00,D,1422.036822916,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-20 00:00:00,D,83.796505208,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-20 00:00:00,D,1226.529550000,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-21 00:00:00,D,85.491585416,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-21 00:00:00,D,1464.515034375,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-22 00:00:00,D,78.610141935,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-22 00:00:00,D,1716.614821052,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-23 00:00:00,D,69.478075000,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-23 00:00:00,D,1507.149135416,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-24 00:00:00,D,69.591769791,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-24 00:00:00,D,1336.079005208,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-25 00:00:00,D,74.530532291,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-25 00:00:00,D,1668.512218750,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-26 00:00:00,D,69.956554166,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-26 00:00:00,D,1503.748410416,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-27 00:00:00,D,73.549910416,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-27 00:00:00,D,1632.164750000,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-28 00:00:00,D,73.939279166,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-28 00:00:00,D,1864.620729166,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-29 00:00:00,D,68.147777083,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-29 00:00:00,D,1948.126822916,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-30 00:00:00,D,71.986497916,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-30 00:00:00,D,2235.588760416,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-01 00:00:00,D,71.528036458,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-01 00:00:00,D,2439.541406250,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-02 00:00:00,D,72.072031250,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-02 00:00:00,D,2525.688802083,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-03 00:00:00,D,72.914518750,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-03 00:00:00,D,2499.193145833,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-04 00:00:00,D,69.692911702,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-04 00:00:00,D,2626.151020833,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-05 00:00:00,D,70.511304166,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-05 00:00:00,D,2468.264770833,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-06 00:00:00,D,75.713514893,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-06 00:00:00,D,2821.970791666,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-07 00:00:00,D,77.289071875,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-07 00:00:00,D,2451.563114583,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-08 00:00:00,D,76.267418279,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-08 00:00:00,D,1722.828532978,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-09 00:00:00,D,75.042121052,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-09 00:00:00,D,1666.859510416,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-10 00:00:00,D,72.562902127,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-10 00:00:00,D,1354.801679166,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-11 00:00:00,D,73.841857291,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-11 00:00:00,D,1441.306555208,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-12 00:00:00,D,76.880190625,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-12 00:00:00,D,2589.392687500,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-13 00:00:00,D,79.786619780,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-13 00:00:00,D,3100.594645833,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-14 00:00:00,D,69.254298958,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-14 00:00:00,D,2951.227750000,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-15 00:00:00,D,65.712535416,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-15 00:00:00,D,2464.074625000,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-16 00:00:00,D,67.275344791,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-16 00:00:00,D,1921.359552083,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-17 00:00:00,D,68.926830208,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-17 00:00:00,D,1554.764385416,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-18 00:00:00,D,70.335839583,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-18 00:00:00,D,1693.396041666,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-19 00:00:00,D,73.941290625,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-19 00:00:00,D,2070.457177083,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-20 00:00:00,D,68.366146875,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-20 00:00:00,D,2339.013260416,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-21 00:00:00,D,67.692898958,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-21 00:00:00,D,2844.783614583,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-22 00:00:00,D,68.457057291,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-22 00:00:00,D,3726.816354166,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-23 00:00:00,D,69.363675000,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-23 00:00:00,D,3932.402729166,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-24 00:00:00,D,78.158480208,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-24 00:00:00,D,2529.984645833,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-25 00:00:00,D,76.382613541,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-25 00:00:00,D,2461.537156250,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-26 00:00:00,D,77.852507291,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-26 00:00:00,D,2864.000625000,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-27 00:00:00,D,76.838954166,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-27 00:00:00,D,2633.734729166,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-28 00:00:00,D,77.034769791,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-28 00:00:00,D,1560.407110416,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-29 00:00:00,D,90.655879166,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-29 00:00:00,D,1373.702002083,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-30 00:00:00,D,91.380756250,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-30 00:00:00,D,1471.284468750,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-12-31 00:00:00,D,75.169823958,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-12-31 00:00:00,D,1586.221302083,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2025-01-01 00:00:00,D,75.487731250,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2025-01-01 00:00:00,D,1671.964937500,Steam,,,,,
