name,slottime_GMT,slottype,slotavg,pointTitle,Date,Chilled Water (tons),Hot Water (kBTU/hr),Electric (kW),Solar (kW)
HuShihHall.Elec.PowerScout3HD/kW,2024-07-11 00:00:00,D,22.575637916,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-11 00:00:00,D,26.641586979,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-12 00:00:00,D,36.954388125,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-12 00:00:00,D,6.302405208,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-12 00:00:00,D,-15.415409270,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-12 00:00:00,D,63.450199375,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-13 00:00:00,D,41.160542187,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-13 00:00:00,D,5.009772708,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-13 00:00:00,D,-29.110275104,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-13 00:00:00,D,76.091615104,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-14 00:00:00,D,39.563060104,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-14 00:00:00,D,5.797666354,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-14 00:00:00,D,-26.913898958,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-14 00:00:00,D,74.705893333,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-15 00:00:00,D,45.172446875,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-15 00:00:00,D,5.518836354,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-15 00:00:00,D,-13.280224687,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-15 00:00:00,D,62.124377500,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-16 00:00:00,D,44.486656354,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-16 00:00:00,D,5.873007916,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-16 00:00:00,D,-0.404651562,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-16 00:00:00,D,54.850531041,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-17 00:00:00,D,40.521327395,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-17 00:00:00,D,6.352995833,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-17 00:00:00,D,17.039413854,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-17 00:00:00,D,34.008449270,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-18 00:00:00,D,35.401170208,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-18 00:00:00,D,6.107594583,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-18 00:00:00,D,-22.055086145,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-18 00:00:00,D,72.750072708,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-19 00:00:00,D,29.676675833,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-19 00:00:00,D,6.527137395,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-19 00:00:00,D,-29.029438437,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-19 00:00:00,D,77.915433854,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-20 00:00:00,D,31.199993958,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-20 00:00:00,D,7.547578541,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-20 00:00:00,D,-25.247937291,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-20 00:00:00,D,76.266285208,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-21 00:00:00,D,31.708395937,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-21 00:00:00,D,5.831695416,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-21 00:00:00,D,-21.726526250,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-21 00:00:00,D,67.772915416,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-22 00:00:00,D,32.810830000,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-22 00:00:00,D,6.150511458,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-22 00:00:00,D,8.786049687,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-22 00:00:00,D,39.609287812,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-23 00:00:00,D,35.651828750,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-23 00:00:00,D,4.524204270,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-23 00:00:00,D,-24.898864687,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-23 00:00:00,D,73.412533229,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-24 00:00:00,D,36.014351770,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-24 00:00:00,D,5.341081562,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-24 00:00:00,D,8.573154062,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-24 00:00:00,D,41.701655625,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-25 00:00:00,D,31.003595520,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-25 00:00:00,D,4.241672291,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-25 00:00:00,D,-12.141314479,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-25 00:00:00,D,62.513044166,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-26 00:00:00,D,27.379665625,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-26 00:00:00,D,6.060473854,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-26 00:00:00,D,-25.570481250,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-26 00:00:00,D,75.657081979,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-27 00:00:00,D,27.436137500,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-27 00:00:00,D,7.737536458,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-27 00:00:00,D,-26.440929687,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-27 00:00:00,D,72.211422187,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-28 00:00:00,D,32.487751250,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-28 00:00:00,D,6.202896250,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-28 00:00:00,D,-24.425793645,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-28 00:00:00,D,71.972569479,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-29 00:00:00,D,34.259270729,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-29 00:00:00,D,5.751185000,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-29 00:00:00,D,-1.494781666,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-29 00:00:00,D,49.500473750,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-30 00:00:00,D,40.967574574,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-30 00:00:00,D,6.690614631,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-30 00:00:00,D,5.004560210,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-30 00:00:00,D,46.761489368,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-31 00:00:00,D,42.945013854,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-31 00:00:00,D,6.433871458,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-31 00:00:00,D,2.285832291,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-31 00:00:00,D,47.725558020,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-01 00:00:00,D,44.597485416,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-01 00:00:00,D,6.097391041,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-01 00:00:00,D,-14.706472604,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-01 00:00:00,D,67.796408541,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-02 00:00:00,D,42.516957263,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-02 00:00:00,D,5.315111157,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-02 00:00:00,D,23.555225937,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-02 00:00:00,D,26.152987708,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-03 00:00:00,D,39.827018723,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-03 00:00:00,D,6.493265744,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-03 00:00:00,D,13.359815263,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-03 00:00:00,D,39.888409368,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-04 00:00:00,D,44.715998125,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-04 00:00:00,D,5.540427083,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-04 00:00:00,D,-9.529632604,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-04 00:00:00,D,65.518806145,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-05 00:00:00,D,37.972761157,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-05 00:00:00,D,6.088438526,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-05 00:00:00,D,-0.262128709,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-05 00:00:00,D,48.569880625,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-06 00:00:00,D,32.471586947,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-06 00:00:00,D,5.825234421,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-06 00:00:00,D,29.882546041,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-06 00:00:00,D,17.200208645,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-07 00:00:00,D,27.759028000,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-07 00:00:00,D,5.465278210,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-07 00:00:00,D,4.842732812,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-07 00:00:00,D,43.420948210,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-08 00:00:00,D,27.745723578,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-08 00:00:00,D,8.079116526,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-08 00:00:00,D,19.482359680,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-08 00:00:00,D,28.066505000,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-09 00:00:00,D,30.522914526,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-09 00:00:00,D,4.542846421,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-09 00:00:00,D,29.172317368,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-09 00:00:00,D,20.088448645,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-10 00:00:00,D,28.693214375,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-10 00:00:00,D,6.000122291,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-10 00:00:00,D,-12.237997894,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-10 00:00:00,D,62.648904583,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-11 00:00:00,D,22.803071770,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-11 00:00:00,D,6.996857604,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-11 00:00:00,D,1.966536562,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-11 00:00:00,D,45.223860105,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-12 00:00:00,D,20.930612105,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-12 00:00:00,D,8.073280526,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-12 00:00:00,D,15.094496000,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-12 00:00:00,D,32.837555312,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-13 00:00:00,D,24.412810416,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-13 00:00:00,D,8.561987916,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-13 00:00:00,D,2.120647291,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-13 00:00:00,D,47.989450526,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-14 00:00:00,D,26.583972395,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-14 00:00:00,D,8.909832708,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-14 00:00:00,D,-24.660141789,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-14 00:00:00,D,68.624958842,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-15 00:00:00,D,27.715799583,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-15 00:00:00,D,6.433988333,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-15 00:00:00,D,-19.093218000,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-15 00:00:00,D,65.794070208,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-16 00:00:00,D,30.081244166,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-16 00:00:00,D,7.375125833,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-16 00:00:00,D,-17.381589578,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-16 00:00:00,D,63.307053789,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-17 00:00:00,D,30.769839375,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-17 00:00:00,D,5.732274062,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-17 00:00:00,D,23.819965625,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-17 00:00:00,D,27.752376526,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-18 00:00:00,D,33.299573750,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-18 00:00:00,D,6.165048333,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-18 00:00:00,D,14.405798541,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-18 00:00:00,D,34.852236842,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-19 00:00:00,D,29.785794479,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-19 00:00:00,D,7.140802812,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-19 00:00:00,D,35.195374895,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-19 00:00:00,D,23.505110312,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-20 00:00:00,D,19.755216458,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-20 00:00:00,D,12.925338541,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-20 00:00:00,D,27.133037894,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-20 00:00:00,D,38.820369894,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-21 00:00:00,D,19.129215520,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-21 00:00:00,D,13.599836145,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-21 00:00:00,D,28.189513125,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-21 00:00:00,D,37.645606979,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-22 00:00:00,D,25.101144687,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-22 00:00:00,D,14.026587291,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-22 00:00:00,D,17.152848736,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-22 00:00:00,D,49.632233229,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-23 00:00:00,D,29.878275937,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-23 00:00:00,D,13.640926562,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-23 00:00:00,D,1.438570312,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-23 00:00:00,D,68.145769687,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-24 00:00:00,D,36.519244166,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-24 00:00:00,D,13.328192604,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-24 00:00:00,D,8.076785578,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-24 00:00:00,D,65.443433829,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-25 00:00:00,D,42.378735312,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-25 00:00:00,D,11.551922916,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-25 00:00:00,D,14.774780104,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-25 00:00:00,D,65.547687812,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-26 00:00:00,D,43.658724687,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-26 00:00:00,D,11.744969166,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-26 00:00:00,D,12.038174791,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-26 00:00:00,D,64.605954680,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-27 00:00:00,D,47.536878210,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-27 00:00:00,D,11.845602500,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-27 00:00:00,D,11.890327604,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-27 00:00:00,D,64.120464791,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-28 00:00:00,D,55.611980625,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-28 00:00:00,D,9.861791145,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-28 00:00:00,D,36.666340210,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-28 00:00:00,D,44.372561979,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-29 00:00:00,D,40.169258333,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-29 00:00:00,D,11.005587500,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-29 00:00:00,D,41.861612187,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-29 00:00:00,D,30.622574479,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-30 00:00:00,D,39.415958936,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-30 00:00:00,D,10.839978191,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-30 00:00:00,D,60.172259062,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-30 00:00:00,D,16.245041666,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-08-31 00:00:00,D,41.371280729,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-08-31 00:00:00,D,10.763934583,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-08-31 00:00:00,D,59.842685729,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-08-31 00:00:00,D,19.492425937,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-01 00:00:00,D,45.443413020,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-01 00:00:00,D,10.454509583,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-01 00:00:00,D,10.603858125,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-01 00:00:00,D,56.029485684,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-02 00:00:00,D,31.473720729,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-02 00:00:00,D,13.255094479,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-02 00:00:00,D,23.440315520,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-02 00:00:00,D,45.667450833,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-03 00:00:00,D,26.658780520,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-03 00:00:00,D,16.670507812,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-03 00:00:00,D,12.751462604,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-03 00:00:00,D,63.312829157,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-04 00:00:00,D,29.538293645,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-04 00:00:00,D,14.429319166,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-04 00:00:00,D,16.164830833,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-04 00:00:00,D,64.569523645,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-05 00:00:00,D,33.327901808,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-05 00:00:00,D,12.952438723,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-05 00:00:00,D,16.976483297,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-05 00:00:00,D,64.354135531,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-06 00:00:00,D,36.073442916,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-06 00:00:00,D,10.789892500,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-06 00:00:00,D,17.941394270,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-06 00:00:00,D,63.871744687,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-07 00:00:00,D,32.297535729,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-07 00:00:00,D,12.815429687,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-07 00:00:00,D,52.329444361,Electric,,,,,
