name,slottime_GMT,slottype,slotavg,pointTitle,Date,Chilled Water (tons),North Electric (kW),South Electric (kW),Electric (kW),Steam (klbs/hr)
BakerLab.STM.Flow,2024-10-08 00:00:00,D,1.175403333,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-09 00:00:00,D,19.083193750,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-09 00:00:00,D,149.448958333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-09 00:00:00,D,139.320833333,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-09 00:00:00,D,1.358406875,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-10 00:00:00,D,18.875043750,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-10 00:00:00,D,145.156250000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-10 00:00:00,D,137.031250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-10 00:00:00,D,1.828391875,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-11 00:00:00,D,29.586081250,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-11 00:00:00,D,140.803125000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-11 00:00:00,D,131.717708333,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-11 00:00:00,D,1.644670416,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-12 00:00:00,D,32.528805208,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-12 00:00:00,D,128.257291666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-12 00:00:00,D,114.040625000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-12 00:00:00,D,0.708235937,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-13 00:00:00,D,15.432021875,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-13 00:00:00,D,134.182291666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-13 00:00:00,D,112.660416666,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-13 00:00:00,D,1.834808437,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-14 00:00:00,D,17.750807777,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-14 00:00:00,D,140.608333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-14 00:00:00,D,124.580208333,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-14 00:00:00,D,1.979165729,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-15 00:00:00,D,17.828019791,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-15 00:00:00,D,140.030208333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-15 00:00:00,D,128.943750000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-15 00:00:00,D,2.106840729,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-16 00:00:00,D,17.400883333,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-16 00:00:00,D,142.838541666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-16 00:00:00,D,130.861458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-16 00:00:00,D,2.163941770,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-17 00:00:00,D,18.634687500,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-17 00:00:00,D,149.248958333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-17 00:00:00,D,134.559375000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-17 00:00:00,D,2.030662500,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-18 00:00:00,D,19.149265625,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-18 00:00:00,D,149.342708333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-18 00:00:00,D,142.405208333,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-18 00:00:00,D,1.807742187,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-19 00:00:00,D,31.617475000,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-19 00:00:00,D,131.043750000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-19 00:00:00,D,131.441666666,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-19 00:00:00,D,1.599383645,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-20 00:00:00,D,45.963591666,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-20 00:00:00,D,130.389583333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-20 00:00:00,D,129.414583333,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-20 00:00:00,D,1.473354062,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-21 00:00:00,D,89.719865625,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-21 00:00:00,D,148.262500000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-21 00:00:00,D,143.806250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-21 00:00:00,D,1.027509895,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-22 00:00:00,D,107.102756250,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-22 00:00:00,D,149.101041666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-22 00:00:00,D,143.246875000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-22 00:00:00,D,0.800664479,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-23 00:00:00,D,108.188315625,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-23 00:00:00,D,142.246875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-23 00:00:00,D,143.746875000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-23 00:00:00,D,0.631247395,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-24 00:00:00,D,28.079008333,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-24 00:00:00,D,149.911458333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-24 00:00:00,D,149.857291666,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-24 00:00:00,D,1.380033333,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-25 00:00:00,D,20.243216666,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-25 00:00:00,D,151.187500000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-25 00:00:00,D,145.781250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-25 00:00:00,D,2.003129062,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-26 00:00:00,D,19.569912500,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-26 00:00:00,D,134.369791666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-26 00:00:00,D,130.444791666,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-26 00:00:00,D,1.348019375,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-27 00:00:00,D,19.738494791,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-27 00:00:00,D,134.076041666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-27 00:00:00,D,128.293750000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-27 00:00:00,D,2.033766875,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-28 00:00:00,D,19.266304166,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-28 00:00:00,D,154.137500000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-28 00:00:00,D,139.821875000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-28 00:00:00,D,1.939338958,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-29 00:00:00,D,19.505616842,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-29 00:00:00,D,153.006250000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-29 00:00:00,D,140.809375000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-29 00:00:00,D,1.547341666,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-30 00:00:00,D,81.420453125,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-30 00:00:00,D,148.393750000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-30 00:00:00,D,140.531250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-30 00:00:00,D,0.839913958,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-31 00:00:00,D,103.663479166,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-31 00:00:00,D,145.308333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-31 00:00:00,D,140.146875000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-31 00:00:00,D,0.655115937,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-01 00:00:00,D,74.559874468,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-01 00:00:00,D,143.786458333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-01 00:00:00,D,138.972916666,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-01 00:00:00,D,0.722873645,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-02 00:00:00,D,18.590742708,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-02 00:00:00,D,135.340625000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-02 00:00:00,D,125.898958333,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-02 00:00:00,D,1.900389687,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-03 00:00:00,D,21.645203125,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-03 00:00:00,D,135.846875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-03 00:00:00,D,134.365625000,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-03 00:00:00,D,2.466520520,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-04 00:00:00,D,19.857865625,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-04 00:00:00,D,155.127083333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-04 00:00:00,D,140.300000000,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-04 00:00:00,D,1.849025416,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-05 00:00:00,D,78.900267708,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-05 00:00:00,D,152.170833333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-05 00:00:00,D,146.190625000,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-05 00:00:00,D,0.937650520,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-06 00:00:00,D,114.598182291,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-06 00:00:00,D,144.895833333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-06 00:00:00,D,152.792708333,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-06 00:00:00,D,0.620110000,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-07 00:00:00,D,34.663932967,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-07 00:00:00,D,150.613541666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-07 00:00:00,D,149.658333333,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-07 00:00:00,D,1.103613020,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-08 00:00:00,D,22.271661052,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-08 00:00:00,D,153.695833333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-08 00:00:00,D,148.921875000,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-08 00:00:00,D,1.730044687,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-09 00:00:00,D,18.975431250,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-09 00:00:00,D,135.115625000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-09 00:00:00,D,126.760416666,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-09 00:00:00,D,2.146402083,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-10 00:00:00,D,19.143842708,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-10 00:00:00,D,134.693750000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-10 00:00:00,D,124.225000000,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-10 00:00:00,D,2.126398333,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-11 00:00:00,D,18.894228125,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-11 00:00:00,D,153.695833333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-11 00:00:00,D,137.476041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-11 00:00:00,D,1.459490520,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-12 00:00:00,D,18.961034375,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-12 00:00:00,D,151.800000000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-12 00:00:00,D,142.042708333,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-12 00:00:00,D,2.406839062,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-13 00:00:00,D,18.265550526,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-13 00:00:00,D,150.565625000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-13 00:00:00,D,135.657291666,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-13 00:00:00,D,2.849332500,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-14 00:00:00,D,17.539159375,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-14 00:00:00,D,148.852083333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-14 00:00:00,D,137.167708333,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-14 00:00:00,D,2.691816250,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-15 00:00:00,D,17.584192708,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-15 00:00:00,D,153.794791666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-15 00:00:00,D,136.028125000,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-15 00:00:00,D,2.276252708,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-16 00:00:00,D,17.239729032,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-16 00:00:00,D,141.113541666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-16 00:00:00,D,125.697916666,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-16 00:00:00,D,1.914903333,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-17 00:00:00,D,18.005718750,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-17 00:00:00,D,136.885416666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-17 00:00:00,D,124.025000000,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-17 00:00:00,D,2.185710104,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-18 00:00:00,D,19.145501041,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-18 00:00:00,D,153.441666666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-18 00:00:00,D,137.465625000,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-18 00:00:00,D,1.607806145,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-19 00:00:00,D,22.287490625,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-19 00:00:00,D,152.776041666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-19 00:00:00,D,153.270833333,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-19 00:00:00,D,2.179020937,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-20 00:00:00,D,23.474847916,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-20 00:00:00,D,152.087500000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-20 00:00:00,D,152.411458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-20 00:00:00,D,1.481896979,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-21 00:00:00,D,22.881497916,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-21 00:00:00,D,152.818750000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-21 00:00:00,D,154.428125000,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-21 00:00:00,D,2.310365416,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-22 00:00:00,D,21.036886021,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-22 00:00:00,D,152.333333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-22 00:00:00,D,148.066666666,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-22 00:00:00,D,2.919424408,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-23 00:00:00,D,15.658632395,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-23 00:00:00,D,132.691666666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-23 00:00:00,D,127.757291666,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-23 00:00:00,D,2.442026250,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-24 00:00:00,D,16.748752083,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-24 00:00:00,D,130.284375000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-24 00:00:00,D,127.620833333,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-24 00:00:00,D,2.229364687,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-25 00:00:00,D,17.720541666,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-25 00:00:00,D,139.127083333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-25 00:00:00,D,141.656250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-25 00:00:00,D,2.322746041,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-26 00:00:00,D,21.254847916,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-26 00:00:00,D,141.571875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-26 00:00:00,D,147.601041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-26 00:00:00,D,1.914634166,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-27 00:00:00,D,20.441386354,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-27 00:00:00,D,135.641666666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-27 00:00:00,D,131.939583333,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-27 00:00:00,D,2.411924270,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-28 00:00:00,D,19.990383333,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-28 00:00:00,D,131.964583333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-28 00:00:00,D,124.936458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-28 00:00:00,D,2.584370000,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-29 00:00:00,D,20.479207291,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-29 00:00:00,D,131.110416666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-29 00:00:00,D,124.083333333,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-29 00:00:00,D,2.790421145,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-11-30 00:00:00,D,20.125097916,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-11-30 00:00:00,D,130.269791666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-11-30 00:00:00,D,124.136458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-11-30 00:00:00,D,3.318275312,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-01 00:00:00,D,19.891991666,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-01 00:00:00,D,130.172916666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-01 00:00:00,D,124.213541666,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-01 00:00:00,D,3.545947187,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-02 00:00:00,D,19.865903125,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-02 00:00:00,D,143.516666666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-02 00:00:00,D,138.080208333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-02 00:00:00,D,3.616795416,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-03 00:00:00,D,19.868017708,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-03 00:00:00,D,144.757291666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-03 00:00:00,D,140.178125000,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-03 00:00:00,D,3.545991458,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-04 00:00:00,D,19.389438541,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-04 00:00:00,D,142.828125000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-04 00:00:00,D,138.491666666,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-04 00:00:00,D,3.724800416,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-05 00:00:00,D,14.587729791,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-05 00:00:00,D,146.985416666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-05 00:00:00,D,115.281250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-05 00:00:00,D,3.351746666,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-06 00:00:00,D,19.886722736,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-06 00:00:00,D,142.132291666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-06 00:00:00,D,137.895833333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-06 00:00:00,D,4.078191666,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-07 00:00:00,D,20.053925806,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-07 00:00:00,D,132.613541666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-07 00:00:00,D,128.239583333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-07 00:00:00,D,3.697074375,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-08 00:00:00,D,19.849396808,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-08 00:00:00,D,134.925531914,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-08 00:00:00,D,124.646808510,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-08 00:00:00,D,2.707383723,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-09 00:00:00,D,18.140192708,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-09 00:00:00,D,143.714583333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-09 00:00:00,D,127.839583333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-09 00:00:00,D,2.514686458,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-10 00:00:00,D,20.183521875,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-10 00:00:00,D,143.533333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-10 00:00:00,D,138.152083333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-10 00:00:00,D,1.863815625,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-11 00:00:00,D,20.562652083,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-11 00:00:00,D,145.765625000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-11 00:00:00,D,140.177083333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-11 00:00:00,D,1.933330208,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-12 00:00:00,D,20.280531250,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-12 00:00:00,D,142.428125000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-12 00:00:00,D,138.309375000,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-12 00:00:00,D,3.477659270,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-13 00:00:00,D,20.214576041,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-13 00:00:00,D,140.535416666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-13 00:00:00,D,136.761458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-13 00:00:00,D,4.360229479,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-14 00:00:00,D,20.595069791,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-14 00:00:00,D,134.209375000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-14 00:00:00,D,133.102083333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-14 00:00:00,D,4.341798125,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-15 00:00:00,D,20.701852083,Chilled Water,,,,,,
